step,base_pos_x,base_pos_y,base_pos_z,base_roll,base_pitch,base_yaw,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,cmd_lin_vel_x,cmd_lin_vel_y,cmd_ang_vel_z,actual_lin_vel_x,actual_lin_vel_y,actual_ang_vel_z,lin_vel_error,ang_vel_error
108,0.52010673,1.3032206,0.53769946,6.257172,6.210772,1.0519456,0.50111544,1.2305855,0.06281231,0.68476075,1.1115642,0.08158845,0.7427832,0.42047668,0.04346764,0.7578086,0.39256424,0.29080412,0.031699654,0.24733648
109,0.5184844,1.3211181,0.5416371,6.2715797,6.2001786,1.0636343,0.5171036,1.2539711,0.07319697,0.69000477,1.1241796,0.08969548,0.7427832,0.42047668,0.037623286,0.6890194,0.46377814,0.73574716,0.069033064,0.6981239
110,0.5168779,1.336793,0.5428995,6.272862,6.211315,1.0781705,0.5370994,1.3066756,0.0673641,0.6938784,1.1357485,0.095134936,0.7427832,0.42047668,0.030355096,0.67962474,0.39806,0.92136306,0.067018636,0.89100796
111,0.5157102,1.3517735,0.5409172,6.269218,6.2268524,1.0867336,0.5463639,1.3611679,0.059589714,0.69899493,1.1446842,0.09748678,0.7427832,0.42047668,0.026073575,0.71121854,0.41647,0.14265142,0.03181793,0.11657785
112,0.5160513,1.3681351,0.5378663,6.255091,6.2322397,1.087041,0.5419128,1.3913686,0.051195845,0.6984301,1.1588249,0.093384854,0.7427832,0.42047668,0.025919795,0.74081707,0.35271296,-0.22417396,0.06779223,0.25009376
113,0.51827395,1.3838061,0.5319421,6.226101,6.234637,1.084311,0.53178024,1.4133544,0.038717866,0.6947831,1.1784569,0.08381378,0.7427832,0.42047668,0.02728486,0.74945015,0.36600393,-0.31675982,0.054879215,0.3440447
114,0.5206096,1.4005655,0.5240569,6.2015996,6.2246103,1.0776343,0.53028625,1.4129376,0.02868165,0.6914777,1.2053684,0.071102545,0.7427832,0.42047668,0.030623198,0.7401569,0.37814227,-0.6279998,0.042415794,0.658623
115,0.5225086,1.4187679,0.52268267,6.206041,6.1951094,1.0784757,0.52731633,1.4085085,0.029088557,0.68809277,1.2358228,0.06400233,0.7427832,0.42047668,0.030202508,0.75525945,0.3231858,0.089132234,0.09808757,0.058929726
116,0.52298915,1.4376786,0.52507585,6.226461,6.165864,1.0780631,0.5247471,1.4024205,0.038248688,0.69218403,1.2553347,0.067621656,0.7427832,0.42047668,0.03040874,0.78516865,0.4064168,0.13135919,0.04465655,0.10095045
117,0.52039886,1.4560885,0.5301386,6.24231,6.1643014,1.0880221,0.5286036,1.4066918,0.05221188,0.6928179,1.2690984,0.074998274,0.7427832,0.42047668,0.025429368,0.73599553,0.51593024,0.62271035,0.09569459,0.597281
118,0.51556474,1.4727126,0.53351575,6.255382,6.189131,1.1084696,0.5393958,1.4410665,0.056257546,0.69514644,1.2802798,0.082119875,0.7427832,0.42047668,0.0152055025,0.70212585,0.51207644,1.083726,0.10021744,1.0685205
119,0.5103138,1.4879928,0.53359437,6.266076,6.228808,1.1260016,0.5473443,1.4864844,0.054843605,0.697949,1.2880267,0.08658758,0.7427832,0.42047668,0.0064395666,0.7250214,0.51998854,1.0053544,0.10108457,0.99891484
120,0.50716764,1.504669,0.53217787,6.26311,6.2537675,1.1396763,0.5406304,1.513832,0.049999863,0.6921422,1.2984383,0.08472867,0.7427832,0.42047668,-0.0003978014,0.77547437,0.43653864,0.544105,0.03642389,0.5445028
121,0.5066961,1.5208191,0.5285338,6.2383866,6.271539,1.1474357,0.5259535,1.5338252,0.039757073,0.68338156,1.3158468,0.07791022,0.7427832,0.42047668,-0.004277587,0.7853229,0.39150357,0.027307615,0.0514691,0.0315852
122,0.50676006,1.536913,0.5254178,6.211887,6.280445,1.1457424,0.5160009,1.5373865,0.033179656,0.6772075,1.3410251,0.07069925,0.7427832,0.42047668,-0.0034308434,0.73847115,0.40649965,-0.73703676,0.014627057,0.7336059
123,0.507176,1.5544277,0.52691567,6.2015085,6.2614355,1.1371789,0.5129274,1.5271386,0.035413623,0.67246276,1.3711815,0.06744689,0.7427832,0.42047668,0.0008509159,0.73778003,0.36030108,-0.9250748,0.060383227,0.92592573
124,0.5076031,1.5725124,0.5298585,6.2087493,6.232639,1.1261764,0.5034722,1.5181259,0.042274892,0.6722606,1.3962224,0.06857842,0.7427832,0.42047668,0.006352186,0.7327037,0.35569617,-0.37076148,0.065559976,0.37711367
125,0.5056998,1.5901892,0.5357964,6.2148285,6.2250695,1.1288011,0.50280195,1.5194452,0.055350855,0.67125344,1.412991,0.07550098,0.7427832,0.42047668,0.005039811,0.73906463,0.49096113,0.13724029,0.07058249,0.13220048
126,0.50020003,1.6074151,0.54070187,6.229989,6.240954,1.1494384,0.5117762,1.5439168,0.06493689,0.67128533,1.4199793,0.08490312,0.7427832,0.42047668,-0.0052788258,0.70704156,0.5437468,1.038667,0.12834717,1.0439458
127,0.49275318,1.6225626,0.54148036,6.2493815,0.00013621,1.1715975,0.522326,1.5983927,0.06195925,0.6742896,1.4211811,0.09288549,0.7427832,0.42047668,-0.016358376,0.6776432,0.53373,1.641083,0.13065042,1.6574414
128,0.48701504,1.6380951,0.5392519,6.258704,0.03310082,1.1883928,0.5192598,1.6443187,0.057173684,0.6774215,1.420627,0.09938896,0.7427832,0.42047668,-0.024756074,0.73593163,0.48561049,0.48938373,0.06549318,0.5141398
129,0.4844706,1.6548903,0.53484917,6.245451,0.046466526,1.1930496,0.5026245,1.673926,0.046250343,0.67589086,1.4267303,0.09948363,0.7427832,0.42047668,-0.02708447,0.7820143,0.3956682,-0.24091297,0.04641703,0.2138285
130,0.48374343,1.6718622,0.52892447,6.2162356,0.050603308,1.1902516,0.49262956,1.6837125,0.035505295,0.671244,1.440791,0.09488014,0.7427832,0.42047668,-0.02568543,0.7938693,0.41092932,-0.32932,0.051970612,0.30363458
131,0.48232138,1.6887752,0.52904624,6.2010617,0.046199113,1.1936522,0.48680723,1.6796412,0.034794986,0.66065705,1.4665358,0.08948563,0.7427832,0.42047668,-0.027385712,0.7194672,0.41265967,0.112080865,0.024591457,0.13946658
132,0.48189446,1.7066407,0.53227943,6.197003,0.016342267,1.1890678,0.48245442,1.6675539,0.039980397,0.65107006,1.4994055,0.085002966,0.7427832,0.42047668,-0.025093555,0.7128705,0.35238856,-0.76636404,0.07436909,0.7412705
133,0.48016176,1.7243669,0.53464395,6.214681,6.268145,1.1844049,0.47367024,1.6616237,0.049389705,0.6499993,1.5260197,0.08480991,0.7427832,0.42047668,-0.02276206,0.6847904,0.37380528,-0.09515377,0.07444048,0.07239171
134,0.4752614,1.7415881,0.5363881,6.240395,6.2591376,1.192268,0.47298178,1.6684589,0.06265312,0.65209687,1.5459819,0.08677371,0.7427832,0.42047668,-0.026693702,0.6983084,0.51282084,0.5066017,0.1024961,0.5332954
135,0.46782398,1.7580143,0.5374264,6.265286,6.2753305,1.2151773,0.48110792,1.7080495,0.063708484,0.65351695,1.5579249,0.09151022,0.7427832,0.42047668,-0.038148284,0.674062,0.5228346,1.3947693,0.123287246,1.4329176
136,0.46067923,1.772301,0.53492224,6.2828283,0.026122065,1.2363846,0.48192576,1.7674961,0.05490239,0.65385985,1.5665815,0.092876725,0.7427832,0.42047668,-0.04875195,0.67368215,0.47970447,0.87160265,0.091010354,0.9203546
137,0.45553625,1.7885935,0.53052074,0.0056810905,0.040033355,1.2472064,0.4720352,1.7967846,0.04786463,0.6523006,1.5779386,0.09043519,0.7427832,0.42047668,-0.05416286,0.7454652,0.4399906,0.1615217,0.019697383,0.21568456
138,0.45298427,1.8052317,0.5244144,6.2717323,0.043863907,1.2502306,0.45796108,1.8152478,0.036079794,0.646075,1.5966686,0.08132416,0.7427832,0.42047668,-0.05567491,0.76128215,0.41307467,-0.23919266,0.019924887,0.18351775
139,0.45076647,1.8216211,0.5233935,6.2561517,0.037969884,1.2432404,0.45088655,1.8163295,0.033305436,0.6342524,1.6245486,0.072917745,0.7427832,0.42047668,-0.052179813,0.712719,0.38251916,-0.6572373,0.048421353,0.6050575
140,0.44990954,1.83932,0.5264916,6.251188,0.006276943,1.2394208,0.4455212,1.803204,0.038442552,0.6201873,1.6566505,0.068276666,0.7427832,0.42047668,-0.05026996,0.70358527,0.32650414,-0.5973009,0.10182001,0.5470309
141,0.44887683,1.857767,0.52881664,6.2630854,6.2454453,1.232106,0.43467906,1.7952441,0.046832636,0.6141098,1.683771,0.06808423,0.7427832,0.42047668,-0.04661262,0.7054794,0.32791892,-0.40849406,0.09979235,0.36188143
142,0.445094,1.8759787,0.5337405,6.2763352,6.2200704,1.2347972,0.43407217,1.7983304,0.06222423,0.61801887,1.6965349,0.07860089,0.7427832,0.42047668,-0.047958255,0.71040046,0.48262,0.0010393523,0.070074484,0.048997607
143,0.43850708,1.8924379,0.53743756,0.007912831,6.2238965,1.2525369,0.44239524,1.8273225,0.069477506,0.62343735,1.7056098,0.08838372,0.7427832,0.42047668,-0.05682814,0.6719901,0.5000937,0.9851385,0.10653888,1.0419667
144,0.43191135,1.9061909,0.53775847,0.014733445,6.253355,1.2728026,0.44896203,1.8857024,0.0616858,0.6266165,1.7115021,0.0948035,0.7427832,0.42047668,-0.06696093,0.64735246,0.4501492,1.3820887,0.0999374,1.4490496
145,0.42593768,1.9212376,0.5362938,0.017973414,6.276087,1.2809738,0.4468126,1.9201112,0.05804591,0.63003683,1.7173461,0.09869733,0.7427832,0.42047668,-0.07104647,0.71659195,0.45475924,0.033276245,0.043142498,0.10432272
146,0.42255896,1.9371607,0.5330067,6.2826276,0.0055121444,1.2861192,0.43024755,1.945403,0.04669909,0.6255897,1.7262949,0.095668845,0.7427832,0.42047668,-0.07361925,0.751694,0.35821968,-0.03664096,0.06289146,0.036978286
147,0.42103145,1.9529388,0.5282837,6.2477055,0.012356173,1.2870873,0.42051366,1.9540913,0.036793664,0.6176682,1.7417179,0.08942222,0.7427832,0.42047668,-0.074103236,0.7446592,0.38522872,-0.12443016,0.035297837,0.05032692
148,0.41914815,1.9693465,0.52873933,6.226553,0.0029474802,1.2851591,0.41405043,1.9510938,0.036054656,0.6069367,1.7696537,0.08304567,0.7427832,0.42047668,-0.07313919,0.7046438,0.38145924,-0.4282155,0.054561656,0.3550763
149,0.4178223,1.9868759,0.53212404,6.2202787,6.25433,1.2723804,0.4116886,1.9364971,0.042682484,0.59965754,1.8021145,0.07970919,0.7427832,0.42047668,-0.06674993,0.70780116,0.3269667,-0.8953398,0.09983916,0.82858986
150,0.41477233,2.0039468,0.5333874,6.2354574,6.2245073,1.2578338,0.4090416,1.930138,0.052743018,0.60052466,1.8258991,0.08004661,0.7427832,0.42047668,-0.059476495,0.65797216,0.38593203,-0.83067155,0.091576435,0.77119505
151,0.40856823,2.021044,0.53551865,6.252095,6.210837,1.2638111,0.41766703,1.9403,0.06677155,0.60701275,1.8403202,0.086733416,0.7427832,0.42047668,-0.06246519,0.67801803,0.5334205,0.40720728,0.13019536,0.46967247
152,0.40116185,2.0362027,0.5362925,6.261405,6.225093,1.2885858,0.4286738,1.9857683,0.06558178,0.6143331,1.8452991,0.09760563,0.7427832,0.42047668,-0.074852586,0.6500987,0.49539635,1.2958194,0.119177915,1.370672
153,0.39356083,2.0498443,0.53383684,6.267323,6.256454,1.3047676,0.43709612,2.041514,0.060310856,0.62106985,1.8498166,0.10371865,0.7427832,0.42047668,-0.08294344,0.6863594,0.5176944,0.71725714,0.11240521,0.8002006
154,0.38774416,2.0653474,0.5307409,6.2600894,6.276992,1.3123275,0.43268842,2.070143,0.0537097,0.6174416,1.8557885,0.10391662,0.7427832,0.42047668,-0.08672345,0.7359884,0.44372934,0.13953158,0.02422511,0.22625503
155,0.38580182,2.0806904,0.5256309,6.2241673,0.007561492,1.3220836,0.4167169,2.0894864,0.038917482,0.6046188,1.8663102,0.097627126,0.7427832,0.42047668,-0.09160149,0.7583453,0.34441596,0.48438856,0.077636406,0.5759901
156,0.38381702,2.0959492,0.521607,6.18963,0.015576217,1.318928,0.40549427,2.090744,0.029421479,0.5923603,1.8877721,0.088915326,0.7427832,0.42047668,-0.09002364,0.7024436,0.4199324,-0.9555289,0.040343262,0.8655053
157,0.38053843,2.1130066,0.5233218,6.1810083,6.2798405,1.3105206,0.40643528,2.0778918,0.034016907,0.5791464,1.915809,0.08361987,0.7427832,0.42047668,-0.08581996,0.7272585,0.3854469,-0.6959566,0.0383158,0.6101366
158,0.37732488,2.1303687,0.5243281,6.1826577,6.2512393,1.299315,0.40420976,2.0666013,0.041651994,0.57253546,1.9408578,0.08172177,0.7427832,0.42047668,-0.08021712,0.6992117,0.39145473,-0.6883292,0.05235214,0.6081121
159,0.37064576,2.1470828,0.5272188,6.2086134,6.2414026,1.3000153,0.4026851,2.0655553,0.058536604,0.57262826,1.9611946,0.08406725,0.7427832,0.42047668,-0.08056724,0.6965557,0.49930248,0.3860736,0.09138102,0.46664083
160,0.36206317,2.1619518,0.5291575,6.229252,6.260359,1.3194578,0.40554076,2.1013033,0.062186547,0.5750937,1.9718256,0.09101953,0.7427832,0.42047668,-0.09028852,0.6455477,0.502268,1.1329489,0.12706126,1.2232374
161,0.35280213,2.174936,0.5279102,6.249042,0.01879985,1.3345618,0.40772456,2.1539202,0.05777286,0.5763512,1.9785315,0.09512802,0.7427832,0.42047668,-0.09784067,0.69853836,0.5479464,0.7110811,0.1349301,0.80892175
162,0.34537563,2.1898239,0.5254426,6.253164,0.047069058,1.3471456,0.39637482,2.1794283,0.05099617,0.566457,1.9840486,0.093950205,0.7427832,0.42047668,-0.104132414,0.7357792,0.4368238,0.40560162,0.01778436,0.50973403
163,0.34094796,2.2049158,0.5203969,6.2359376,0.06512816,1.3586544,0.37752756,2.1980357,0.03789273,0.5533508,1.9921548,0.088800095,0.7427832,0.42047668,-0.109886765,0.7447723,0.39959046,0.6464812,0.020980718,0.756368
164,0.33684105,2.2205963,0.5175458,6.2158,0.07029804,1.3649395,0.36811453,2.2001429,0.031927273,0.54259175,2.0077746,0.08544149,0.7427832,0.42047668,-0.11302936,0.72815204,0.42699608,-0.009443126,0.016017905,0.103586234
165,0.33235297,2.2374732,0.5212074,6.2114997,0.051929966,1.3690164,0.36273116,2.1889966,0.03816937,0.5295215,2.032696,0.083856426,0.7427832,0.42047668,-0.11506784,0.71572495,0.39014116,-0.45486948,0.040649626,0.33980164
166,0.32785422,2.2558837,0.525669,6.221517,0.012645792,1.3649545,0.35193923,2.1801276,0.049569316,0.5246056,2.0577075,0.08673401,0.7427832,0.42047668,-0.11303687,0.72888666,0.3847087,-0.2158652,0.038372662,0.102828324
167,0.32133484,2.272157,0.5270717,6.244287,6.276317,1.3648828,0.34378296,2.183028,0.063244194,0.52556765,2.0799625,0.088371664,0.7427832,0.42047668,-0.11300099,0.65326124,0.425604,-0.0920757,0.08966866,0.02092529
168,0.3123738,2.2872133,0.5284347,6.2639513,0.0017758986,1.3826176,0.34227815,2.2154224,0.06827677,0.5254436,2.0957563,0.09098113,0.7427832,0.42047668,-0.12186849,0.6750438,0.5267439,1.1974171,0.1260212,1.3192856
169,0.30268228,2.300905,0.5276023,6.2817435,0.030372301,1.4039811,0.34003282,2.282476,0.057120204,0.53218204,2.1055012,0.0995932,0.7427832,0.42047668,-0.13255012,0.6830462,0.5034193,1.4805655,0.102215365,1.6131157
170,0.29340425,2.3161864,0.52464473,0.012135012,0.049041446,1.4182506,0.33177307,2.322241,0.053173758,0.5365269,2.1118093,0.10550902,0.7427832,0.42047668,-0.13968492,0.74823946,0.48528582,0.30208844,0.06503842,0.44177336
171,0.28770852,2.3330247,0.5204215,6.279394,0.05244792,1.4219694,0.3119007,2.345452,0.039676502,0.5312849,2.123741,0.10243584,0.7427832,0.42047668,-0.14154434,0.80413157,0.38871408,-0.062162083,0.069083184,0.079382256
172,0.28276408,2.3499095,0.5179458,6.2549443,0.050257243,1.419588,0.3031388,2.34994,0.03238587,0.51819634,2.1440082,0.0950658,0.7427832,0.42047668,-0.14035368,0.75425875,0.4516144,-0.6370153,0.033185042,0.4966616
173,0.27777746,2.3677166,0.5208383,6.2414804,0.024234066,1.4129585,0.29847443,2.3434374,0.0351848,0.49941468,2.1726816,0.08845515,0.7427832,0.42047668,-0.13703883,0.74831885,0.40934584,-0.69635797,0.012431378,0.55931914
174,0.27332747,2.3869402,0.5264263,6.2438364,6.260332,1.4070724,0.29061103,2.3323116,0.044940725,0.48234406,2.203944,0.08615288,0.7427832,0.42047668,-0.13409579,0.75710607,0.37155753,-0.34086466,0.05097281,0.20676887
175,0.26752916,2.4044595,0.53016514,6.2614756,6.2256746,1.4013466,0.28412637,2.3269935,0.059680708,0.47411174,2.2318938,0.08645556,0.7427832,0.42047668,-0.13123286,0.6909215,0.39740944,-0.47641724,0.05676032,0.3451844
176,0.25916895,2.420865,0.53262633,6.2821536,6.2123704,1.411767,0.28102845,2.3409047,0.07365316,0.47380376,2.2499793,0.091215834,0.7427832,0.42047668,-0.13644314,0.7083327,0.51429343,0.71476775,0.09994208,0.8512109
177,0.24908109,2.4346373,0.5334226,0.016942192,6.233172,1.4359286,0.2807214,2.3920424,0.07028275,0.47560787,2.2612348,0.09728681,0.7427832,0.42047668,-0.14852393,0.66355824,0.50520307,1.5391439,0.11599635,1.6876678
178,0.23963968,2.4468026,0.53067344,0.027929619,6.2692366,1.4566684,0.27038908,2.461134,0.059183523,0.47517312,2.2687824,0.09740002,0.7427832,0.42047668,-0.15889382,0.6733411,0.45815483,1.0157715,0.07900537,1.1746653
179,0.23109524,2.4618542,0.52717614,0.032665797,0.0021885934,1.4616457,0.25658768,2.490191,0.052789465,0.47264764,2.2769554,0.09651404,0.7427832,0.42047668,-0.16138256,0.7547936,0.4568135,-0.09030621,0.038270295,0.07107635
180,0.2258965,2.47817,0.5221042,0.009111372,0.004962361,1.4647887,0.2385467,2.5067372,0.039104223,0.4610537,2.2891963,0.08978892,0.7427832,0.42047668,-0.16295397,0.7886855,0.37592524,-0.07242894,0.063967586,0.09052503
181,0.22129649,2.4944983,0.5185911,6.2642145,6.2819157,1.4629296,0.2288189,2.5080962,0.030605108,0.44545853,2.312022,0.08008036,0.7427832,0.42047668,-0.16202438,0.7209291,0.41234368,-0.5230618,0.023318391,0.36103743
182,0.21619883,2.5113597,0.5209092,6.2557964,6.2525897,1.453243,0.22748059,2.4993377,0.033485115,0.4299821,2.344487,0.07321264,0.7427832,0.42047668,-0.15718114,0.7068815,0.36649132,-0.9825879,0.06483324,0.82540673
183,0.21110758,2.5288916,0.5227189,6.26023,6.207132,1.4401277,0.22625777,2.4920998,0.040265575,0.4230505,2.3739665,0.07179368,0.7427832,0.42047668,-0.15062344,0.69314253,0.37366676,-0.6395209,0.06823022,0.48889744
184,0.20354238,2.5450926,0.5257569,6.2676296,6.1883745,1.4390445,0.22736761,2.490522,0.053401344,0.4299564,2.3903973,0.0811609,0.7427832,0.42047668,-0.15008187,0.68499124,0.49815983,0.08373313,0.09682242,0.233815
185,0.19443221,2.5585194,0.52704674,6.273899,6.2036343,1.4569523,0.22795913,2.5216744,0.056385703,0.43772936,2.3965254,0.09319517,0.7427832,0.42047668,-0.1590358,0.63833785,0.4896982,1.0663396,0.12530144,1.2253754
186,0.1839176,2.5701337,0.52589417,0.0026647977,6.24522,1.4681063,0.23147604,2.5564244,0.058114193,0.44255129,2.3992457,0.10082538,0.7427832,0.42047668,-0.16461277,0.66204464,0.53109616,0.6759356,0.1369503,0.8405484
187,0.17517917,2.58296,0.5234623,6.2823625,6.2812343,1.478082,0.22221239,2.5790966,0.05147317,0.43514952,2.398409,0.10184067,0.7427832,0.42047668,-0.1696006,0.7192284,0.44711944,0.34302238,0.03556214,0.51262295
188,0.16950995,2.5963218,0.5193493,6.2550597,0.026814764,1.4895068,0.20550103,2.593787,0.038657352,0.41917464,2.4018931,0.09692831,0.7427832,0.42047668,-0.17531312,0.71875846,0.4126489,0.61922276,0.025267798,0.7945359
189,0.16475756,2.6105292,0.51760596,6.22269,0.037651174,1.4943243,0.19663833,2.594578,0.03241025,0.40251675,2.4172244,0.09151149,0.7427832,0.42047668,-0.17772186,0.713278,0.40794733,-0.25739166,0.032055277,0.0796698
190,0.15935996,2.6263826,0.5226775,6.210542,0.019006368,1.4933814,0.1933259,2.5792954,0.03922613,0.3842675,2.4435806,0.08826607,0.7427832,0.42047668,-0.17725027,0.7006876,0.37050596,-0.7819002,0.06533845,0.60464996
191,0.1534268,2.6428573,0.52752745,6.2131705,6.2689953,1.4810926,0.18288997,2.5671012,0.04933004,0.37485594,2.4697492,0.089019485,0.7427832,0.42047668,-0.17110598,0.68764216,0.3861946,-0.82783574,0.06492915,0.65672976
192,0.14509588,2.6571321,0.5285162,6.232666,6.2556005,1.4751084,0.17742582,2.5666735,0.06196592,0.37020212,2.492563,0.08774764,0.7427832,0.42047668,-0.16811383,0.6161748,0.4456008,-0.38604596,0.12907712,0.21793213
193,0.13437237,2.6704216,0.52958786,6.2495522,6.265582,1.4908785,0.17562464,2.5961819,0.0670155,0.36750963,2.5066853,0.09070622,0.7427832,0.42047668,-0.17599893,0.62468755,0.5271681,0.8872516,0.15915288,1.0632505
194,0.12273293,2.6815684,0.5272915,6.2686524,0.01665117,1.5080909,0.17026353,2.658604,0.056948468,0.36770216,2.5154788,0.09355631,0.7427832,0.42047668,-0.184605,0.6445882,0.5452757,0.9675113,0.15879878,1.1521163
195,0.11147413,2.6947396,0.5228278,6.283078,0.03805863,1.5215216,0.1612342,2.6906083,0.05290346,0.3638019,2.51914,0.09407167,0.7427832,0.42047668,-0.19132042,0.7001329,0.4928787,0.43242842,0.08403035,0.62374884
196,0.10276963,2.709002,0.51649415,6.274643,0.052380696,1.5288733,0.14018841,2.7102723,0.03896396,0.35375935,2.5261464,0.08899379,0.7427832,0.42047668,-0.19499624,0.7306413,0.43682343,0.22020914,0.020362752,0.41520536
197,0.0950501,2.722692,0.5138315,6.255984,0.06635321,1.5283122,0.13014285,2.7128482,0.033134386,0.33848444,2.5440316,0.08163414,0.7427832,0.42047668,-0.19471574,0.6881183,0.4868365,-0.4201412,0.085976034,0.22542545
198,0.08839342,2.7378497,0.5171826,6.238506,0.053734288,1.5242281,0.12551162,2.7020473,0.036488146,0.3172107,2.5703793,0.07608426,0.7427832,0.42047668,-0.19267368,0.698162,0.40089303,-0.34701478,0.04872954,0.1543411
199,0.08238885,2.7541096,0.523051,6.233256,0.022365386,1.5200005,0.11696812,2.689544,0.045467332,0.29801285,2.5981262,0.074974306,0.7427832,0.42047668,-0.19055986,0.7002074,0.37005264,-0.13385451,0.06599455,0.056705356
200,0.07481649,2.76968,0.52741444,6.2449045,6.2784457,1.5201029,0.105996124,2.6822367,0.059185892,0.28962377,2.6204004,0.07900817,0.7427832,0.42047668,-0.19061112,0.71579784,0.43875313,0.085746564,0.032591987,0.27635768
201,0.06424432,2.784025,0.530665,6.2625966,6.2732434,1.5322324,0.097111024,2.6972432,0.070227,0.29413462,2.6357942,0.08832955,0.7427832,0.42047668,-0.1966759,0.6537835,0.5070106,0.512416,0.12413324,0.7090919
202,0.05214584,2.7953281,0.5307829,0.0015321947,0.01778847,1.5494509,0.086555704,2.7484148,0.062247947,0.2937222,2.6467688,0.091851145,0.7427832,0.42047668,-0.20528519,0.62673706,0.512193,1.1879344,0.14791414,1.3932196
203,0.041128274,2.806317,0.5273001,0.017163774,0.047824536,1.5667869,0.0650279,2.8013363,0.051010847,0.29415202,2.6516502,0.09420659,0.7427832,0.42047668,-0.21395314,0.6611005,0.4758618,0.5297203,0.098689266,0.74367344
204,0.03158709,2.8202593,0.52216333,0.017515566,0.05625487,1.5717398,0.040340267,2.821007,0.03961806,0.28851247,2.6609015,0.0903445,0.7427832,0.42047668,-0.21642959,0.72926944,0.41242608,-0.29905295,0.015730012,0.08262336
